,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15
11043,0.04,2.00,1.00,0.03,0.00,1.00,0.00,3.00,6.00,0.00,1948.00,98115.00,47.68,-122.29,0.10,5000.00
11044,0.03,2.00,2.00,0.05,0.00,1.00,0.00,3.00,7.00,0.00,1983.00,98034.00,47.72,-122.16,0.20,5000.00
11045,0.12,3.00,2.00,0.14,0.00,1.00,2.00,4.00,9.00,0.00,1955.00,98177.00,47.71,-122.38,0.43,10960.00
11046,0.04,4.00,2.50,0.09,0.00,1.50,0.00,3.00,7.00,0.00,1914.00,98144.00,47.58,-122.31,0.16,3700.00
11047,0.12,4.00,1.75,0.11,0.01,1.00,0.00,5.00,9.00,0.00,1967.00,98004.00,47.63,-122.19,0.29,12052.00
11048,0.06,3.00,2.50,0.13,0.00,2.00,0.00,3.00,7.00,0.00,2005.00,98053.00,47.68,-122.03,0.34,5257.00
11049,0.02,2.00,1.00,0.09,0.00,1.00,0.00,3.00,7.00,310.00,1926.00,98133.00,47.72,-122.35,0.18,6561.00
11050,0.06,2.00,1.00,0.09,0.00,1.00,0.00,3.00,7.00,310.00,1926.00,98133.00,47.72,-122.35,0.18,6561.00
11051,0.10,4.00,3.00,0.15,0.00,1.50,0.00,5.00,8.00,930.00,1931.00,98103.00,47.69,-122.33,0.22,4000.00
11052,0.03,4.00,2.50,0.15,0.01,2.00,0.00,3.00,7.00,0.00,1996.00,98010.00,47.33,-122.00,0.26,9603.00
11053,0.08,3.00,1.75,0.19,0.01,1.00,0.00,4.00,8.00,1300.00,1981.00,98006.00,47.55,-122.15,0.43,9609.00
11054,0.03,2.00,1.00,0.04,0.00,1.00,0.00,3.00,5.00,0.00,1907.00,98055.00,47.49,-122.21,0.09,4815.00
11055,0.06,2.00,1.00,0.04,0.00,1.00,0.00,3.00,7.00,0.00,1904.00,98122.00,47.61,-122.31,0.22,3840.00
11056,0.10,4.00,2.50,0.23,0.01,2.00,1.00,3.00,9.00,870.00,1998.00,98126.00,47.59,-122.38,0.29,5679.00
11057,0.03,2.00,1.00,0.03,0.00,1.00,0.00,5.00,6.00,0.00,1942.00,98126.00,47.52,-122.37,0.05,6720.00
11058,0.06,3.00,2.25,0.14,0.00,1.00,0.00,3.00,7.00,800.00,1979.00,98125.00,47.70,-122.32,0.17,6450.00
11059,0.04,3.00,1.00,0.05,0.00,1.00,0.00,5.00,7.00,0.00,1966.00,98007.00,47.59,-122.14,0.18,8097.00
11060,0.03,3.00,2.50,0.15,0.00,2.00,0.00,3.00,8.00,0.00,1991.00,98022.00,47.21,-122.01,0.34,8746.00
11061,0.21,4.00,2.75,0.24,0.01,1.00,4.00,4.00,9.00,1570.00,1951.00,98136.00,47.53,-122.39,0.35,7000.00
11062,0.06,3.00,1.75,0.10,0.01,1.00,0.00,3.00,8.00,510.00,1977.00,98052.00,47.65,-122.11,0.28,10000.00
11063,0.03,3.00,1.75,0.06,0.00,1.00,0.00,3.00,6.00,450.00,1943.00,98106.00,47.53,-122.35,0.13,4000.00
11064,0.05,4.00,2.25,0.25,0.02,2.00,0.00,4.00,9.00,0.00,1981.00,98042.00,47.32,-122.09,0.33,19939.00
11065,0.07,3.00,2.50,0.19,0.03,2.00,0.00,3.00,9.00,0.00,1987.00,98077.00,47.77,-122.09,0.37,42188.00
11066,0.04,3.00,1.75,0.07,0.00,1.50,0.00,3.00,7.00,0.00,1971.00,98034.00,47.73,-122.24,0.16,7214.00
11067,0.09,4.00,2.75,0.12,0.00,2.00,0.00,5.00,8.00,0.00,1901.00,98199.00,47.66,-122.40,0.18,4400.00
11068,0.04,3.00,1.50,0.09,0.01,1.00,0.00,4.00,7.00,0.00,1950.00,98155.00,47.77,-122.32,0.13,14285.00
11069,0.03,4.00,2.50,0.12,0.00,2.00,0.00,3.00,7.00,0.00,1994.00,98038.00,47.36,-122.04,0.21,9145.00
11070,0.04,4.00,1.75,0.14,0.00,1.00,0.00,4.00,7.00,1120.00,1956.00,98133.00,47.75,-122.34,0.18,7500.00
11071,0.05,3.00,2.00,0.15,0.01,1.00,0.00,3.00,8.00,0.00,1952.00,98166.00,47.45,-122.36,0.21,14482.00
11072,0.10,4.00,2.75,0.20,0.00,2.00,0.00,3.00,9.00,0.00,2014.00,98052.00,47.71,-122.11,0.43,5533.00
11073,0.03,4.00,2.50,0.14,0.00,2.00,0.00,3.00,8.00,0.00,2003.00,98042.00,47.35,-122.15,0.31,5772.00
11074,0.03,3.00,2.00,0.09,0.00,1.00,0.00,4.00,7.00,0.00,1967.00,98058.00,47.45,-122.16,0.19,7700.00
11075,0.11,3.00,1.75,0.26,0.01,1.00,2.00,3.00,9.00,1930.00,1970.00,98155.00,47.74,-122.29,0.44,9000.00
11076,0.02,3.00,1.50,0.08,0.00,1.00,0.00,4.00,7.00,400.00,1977.00,98042.00,47.36,-122.09,0.14,5200.00
11077,0.11,5.00,2.75,0.26,0.00,2.00,0.00,3.00,9.00,0.00,2001.00,98074.00,47.60,-122.06,0.53,8279.00
11078,0.06,5.00,2.50,0.21,0.01,2.00,0.00,3.00,8.00,0.00,2002.00,98019.00,47.74,-121.97,0.42,10189.00
11079,0.03,3.00,2.50,0.11,0.00,2.00,0.00,3.00,7.00,0.00,2005.00,98042.00,47.40,-122.16,0.29,4060.00
11080,0.03,4.00,2.25,0.13,0.00,1.00,0.00,4.00,8.00,460.00,1978.00,98023.00,47.32,-122.37,0.30,7200.00
11081,0.16,5.00,3.50,0.25,0.00,2.00,0.00,3.00,8.00,950.00,1950.00,98105.00,47.67,-122.28,0.34,6246.00
11082,0.05,3.00,1.75,0.21,0.01,1.00,1.00,3.00,8.00,780.00,1970.00,98027.00,47.56,-122.08,0.40,10274.00
11083,0.05,3.00,2.50,0.12,0.01,2.00,0.00,3.00,8.00,0.00,1993.00,98028.00,47.73,-122.23,0.33,9035.00
11084,0.03,4.00,1.00,0.10,0.01,1.50,0.00,3.00,7.00,0.00,1965.00,98133.00,47.75,-122.33,0.20,7684.00
11085,0.06,2.00,2.25,0.13,0.01,1.00,0.00,4.00,8.00,900.00,1954.00,98042.00,47.36,-122.15,0.38,13048.00
11086,0.05,4.00,2.50,0.13,0.01,2.00,0.00,4.00,7.00,500.00,1979.00,98028.00,47.76,-122.26,0.23,9876.00
11087,0.05,3.00,2.00,0.09,0.01,1.00,0.00,4.00,7.00,0.00,1948.00,98177.00,47.78,-122.37,0.30,16300.00
11088,0.08,3.00,1.50,0.11,0.00,2.00,0.00,3.00,8.00,0.00,1922.00,98102.00,47.64,-122.32,0.23,4000.00
11089,0.03,4.00,2.50,0.09,0.00,2.00,0.00,3.00,7.00,0.00,2008.00,98038.00,47.37,-122.02,0.20,3780.00
11090,0.03,3.00,1.75,0.06,0.00,1.00,0.00,3.00,7.00,0.00,1975.00,98058.00,47.46,-122.17,0.22,7000.00
11091,0.03,4.00,3.00,0.13,0.00,1.00,0.00,3.00,8.00,550.00,1993.00,98092.00,47.33,-122.18,0.28,6118.00
11092,0.07,3.00,2.50,0.14,0.01,2.00,0.00,3.00,9.00,0.00,1990.00,98011.00,47.74,-122.21,0.38,9617.00
11093,0.23,4.00,4.50,0.48,0.03,2.00,0.00,3.00,12.00,0.00,1993.00,98077.00,47.73,-122.05,0.73,68625.00
11094,0.02,3.00,1.50,0.05,0.01,1.00,0.00,4.00,7.00,0.00,1962.00,98023.00,47.32,-122.35,0.18,9600.00
11095,0.02,4.00,3.00,0.12,0.00,1.00,0.00,4.00,7.00,0.00,1948.00,98155.00,47.74,-122.30,0.16,8169.00
11096,0.14,5.00,3.25,0.21,0.00,2.00,0.00,3.00,9.00,1020.00,2006.00,98103.00,47.67,-122.36,0.29,5000.00
11097,0.02,3.00,1.00,0.04,0.00,1.00,0.00,3.00,6.00,110.00,1943.00,98166.00,47.48,-122.34,0.14,7590.00
11098,0.06,4.00,2.75,0.14,0.00,1.00,3.00,4.00,7.00,970.00,1959.00,98146.00,47.50,-122.37,0.32,8497.00
11099,0.04,3.00,2.50,0.13,0.00,2.00,0.00,3.00,8.00,0.00,1991.00,98058.00,47.46,-122.13,0.30,8404.00
11100,0.04,2.00,1.75,0.03,0.00,1.00,0.00,4.00,6.00,0.00,1922.00,98136.00,47.56,-122.40,0.12,5000.00
11101,0.05,4.00,2.25,0.14,0.00,1.00,0.00,3.00,7.00,950.00,1959.00,98155.00,47.75,-122.32,0.23,8384.00
11102,0.06,2.00,1.50,0.06,0.00,2.00,0.00,3.00,8.00,100.00,2009.00,98107.00,47.67,-122.36,0.19,1519.00
11103,0.14,3.00,2.50,0.12,0.01,1.00,4.00,3.00,8.00,870.00,1937.00,98136.00,47.55,-122.40,0.45,34689.00
11104,0.07,3.00,2.50,0.10,0.00,2.00,0.00,3.00,9.00,560.00,2014.00,98119.00,47.64,-122.37,0.21,1618.00
11105,0.05,4.00,1.75,0.08,0.00,1.00,0.00,3.00,7.00,490.00,1955.00,98125.00,47.70,-122.32,0.27,6138.00
11106,0.06,4.00,2.25,0.15,0.02,1.00,0.00,4.00,8.00,0.00,1969.00,98072.00,47.76,-122.11,0.48,36989.00
11107,0.07,4.00,2.50,0.15,0.01,2.00,0.00,4.00,8.00,0.00,1979.00,98008.00,47.58,-122.12,0.30,11165.00
11108,0.05,4.00,2.00,0.15,0.03,1.00,0.00,3.00,7.00,1140.00,1957.00,98038.00,47.41,-122.03,0.38,37938.00
11109,0.04,3.00,2.50,0.07,0.00,3.00,0.00,3.00,8.00,0.00,2004.00,98117.00,47.68,-122.39,0.16,1113.00
11110,0.07,5.00,2.50,0.17,0.00,2.00,0.00,3.00,7.00,0.00,2003.00,98053.00,47.68,-122.04,0.39,4850.00
11111,0.05,4.00,1.75,0.16,0.01,1.00,0.00,3.00,8.00,650.00,1974.00,98155.00,47.77,-122.28,0.33,10296.00
11112,0.05,4.00,2.50,0.16,0.02,2.00,0.00,3.00,9.00,0.00,1989.00,98092.00,47.31,-122.11,0.45,35259.00
11113,0.02,3.00,1.00,0.08,0.01,1.00,0.00,3.00,7.00,0.00,1965.00,98168.00,47.47,-122.27,0.20,10100.00
11114,0.02,3.00,2.00,0.07,0.00,1.00,0.00,5.00,7.00,0.00,1975.00,98031.00,47.39,-122.17,0.20,7200.00
11115,0.08,3.00,2.50,0.19,0.00,2.00,0.00,3.00,8.00,0.00,2001.00,98074.00,47.61,-122.02,0.42,6630.00
11116,0.05,3.00,3.25,0.08,0.00,3.00,0.00,3.00,8.00,0.00,2005.00,98107.00,47.67,-122.39,0.16,1217.00
11117,0.07,3.00,2.50,0.12,0.00,1.00,0.00,5.00,8.00,960.00,1981.00,98116.00,47.56,-122.40,0.28,6341.00
11118,0.06,3.00,1.75,0.12,0.00,1.00,0.00,4.00,8.00,0.00,1973.00,98008.00,47.64,-122.11,0.30,7280.00
11119,0.04,3.00,2.50,0.13,0.00,2.00,0.00,3.00,8.00,0.00,2002.00,98168.00,47.48,-122.28,0.30,5664.00
11120,0.03,4.00,1.75,0.15,0.01,1.00,0.00,3.00,7.00,1160.00,1959.00,98178.00,47.49,-122.26,0.30,7320.00
11121,0.03,3.00,2.25,0.12,0.00,2.00,0.00,3.00,7.00,210.00,2003.00,98118.00,47.54,-122.29,0.23,1985.00
11122,0.02,4.00,1.75,0.12,0.00,1.00,0.00,3.00,7.00,0.00,1986.00,98030.00,47.35,-122.17,0.26,7542.00
11123,0.08,3.00,3.25,0.13,0.01,2.00,0.00,4.00,8.00,0.00,1980.00,98052.00,47.65,-122.12,0.35,11070.00
11124,0.06,3.00,2.25,0.14,0.00,1.00,2.00,3.00,8.00,480.00,1972.00,98177.00,47.77,-122.39,0.34,7680.00
11125,0.04,4.00,2.75,0.17,0.01,1.00,0.00,3.00,7.00,1250.00,1965.00,98188.00,47.44,-122.28,0.21,9426.00
11126,0.10,3.00,2.25,0.16,0.00,2.00,0.00,4.00,9.00,970.00,1990.00,98033.00,47.67,-122.18,0.36,9900.00
11127,0.08,6.00,1.75,0.11,0.00,1.00,0.00,3.00,7.00,780.00,1900.00,98122.00,47.60,-122.31,0.22,4292.00
11128,0.02,3.00,1.75,0.09,0.00,1.00,0.00,4.00,7.00,0.00,1971.00,98031.00,47.41,-122.17,0.26,7416.00
11129,0.04,4.00,2.75,0.15,0.01,1.00,0.00,5.00,7.00,1080.00,1953.00,98042.00,47.36,-122.14,0.36,10736.00
11130,0.07,3.00,1.75,0.12,0.00,2.00,2.00,3.00,9.00,0.00,1978.00,98177.00,47.77,-122.39,0.29,6840.00
11131,0.02,3.00,1.00,0.06,0.01,1.00,0.00,4.00,6.00,0.00,1969.00,98038.00,47.36,-122.03,0.14,9880.00
11132,0.08,4.00,2.50,0.19,0.01,2.00,0.00,4.00,9.00,0.00,1985.00,98052.00,47.73,-122.10,0.35,15000.00
11133,0.10,4.00,2.00,0.20,0.00,2.00,0.00,4.00,8.00,1020.00,1922.00,98144.00,47.58,-122.29,0.40,5800.00
11134,0.02,3.00,1.00,0.07,0.00,1.00,0.00,3.00,6.00,440.00,1961.00,98023.00,47.33,-122.34,0.16,8450.00
11135,0.02,2.00,2.00,0.06,0.00,2.00,0.00,3.00,6.00,0.00,2003.00,98038.00,47.35,-122.03,0.17,2693.00
11136,0.04,3.00,1.75,0.09,0.06,1.00,0.00,3.00,7.00,310.00,1970.00,98042.00,47.40,-122.13,0.28,110957.00
11137,0.04,5.00,2.25,0.21,0.04,1.00,0.00,3.00,9.00,340.00,1983.00,98001.00,47.32,-122.29,0.20,28260.00
11138,0.04,3.00,1.00,0.05,0.01,1.00,0.00,3.00,7.00,0.00,1978.00,98053.00,47.67,-122.06,0.17,10889.00
11139,0.02,3.00,2.50,0.12,0.01,1.00,0.00,3.00,7.00,420.00,1969.00,98042.00,47.39,-122.16,0.26,8991.00
11140,0.06,3.00,2.50,0.10,0.01,2.00,0.00,3.00,8.00,0.00,1984.00,98027.00,47.56,-122.09,0.25,8958.00
11141,0.06,3.00,2.00,0.11,0.00,2.00,0.00,4.00,9.00,0.00,1979.00,98008.00,47.61,-122.12,0.23,2754.00
11142,0.09,4.00,1.75,0.16,0.00,1.00,0.00,4.00,7.00,880.00,1953.00,98004.00,47.63,-122.21,0.29,8442.00
11143,0.02,3.00,2.50,0.09,0.00,1.00,0.00,3.00,7.00,480.00,1996.00,98001.00,47.33,-122.29,0.20,5150.00
11144,0.05,3.00,1.00,0.10,0.01,1.00,0.00,4.00,7.00,0.00,1940.00,98117.00,47.70,-122.38,0.21,7182.00
11145,0.01,3.00,1.50,0.07,0.00,1.00,0.00,4.00,7.00,0.00,1978.00,98032.00,47.37,-122.28,0.15,7560.00
11146,0.02,3.00,1.50,0.07,0.00,1.00,0.00,4.00,7.00,0.00,1962.00,98031.00,47.39,-122.20,0.18,8316.00
11147,0.07,4.00,2.50,0.32,0.01,2.00,0.00,4.00,11.00,0.00,1991.00,98023.00,47.29,-122.34,0.56,20793.00
11148,0.04,3.00,2.50,0.09,0.00,2.00,0.00,3.00,7.00,0.00,2004.00,98072.00,47.76,-122.16,0.19,5725.00
11149,0.05,3.00,1.75,0.10,0.00,2.00,0.00,5.00,8.00,350.00,1977.00,98155.00,47.77,-122.32,0.23,7206.00
11150,0.04,3.00,1.75,0.10,0.01,1.00,0.00,3.00,8.00,0.00,1981.00,98011.00,47.76,-122.17,0.28,9500.00
11151,0.07,4.00,2.50,0.15,0.00,2.00,0.00,3.00,8.00,0.00,1993.00,98074.00,47.63,-122.02,0.34,7140.00
11152,0.07,3.00,2.25,0.10,0.00,1.50,0.00,4.00,7.00,270.00,1921.00,98105.00,47.67,-122.29,0.17,4000.00
11153,0.10,3.00,2.50,0.21,0.01,2.00,2.00,3.00,9.00,1180.00,1983.00,98006.00,47.55,-122.14,0.49,13141.00
11154,0.05,4.00,2.50,0.18,0.01,1.00,0.00,4.00,8.00,1340.00,1974.00,98027.00,47.52,-122.05,0.31,10478.00
11155,0.09,5.00,1.75,0.17,0.01,1.00,4.00,4.00,8.00,1240.00,1954.00,98178.00,47.50,-122.22,0.34,11942.00
11156,0.13,3.00,3.25,0.26,0.01,2.00,0.00,3.00,9.00,0.00,1989.00,98077.00,47.72,-122.06,0.57,14933.00
11157,0.03,3.00,2.00,0.10,0.00,1.00,0.00,3.00,7.00,0.00,1986.00,98038.00,47.38,-122.04,0.22,6654.00
11158,0.06,4.00,1.75,0.15,0.00,1.00,0.00,3.00,7.00,1030.00,1947.00,98116.00,47.57,-122.40,0.21,5911.00
11159,0.03,3.00,2.25,0.06,0.00,2.00,0.00,3.00,7.00,0.00,1986.00,98034.00,47.72,-122.20,0.14,2140.00
11160,0.07,6.00,4.50,0.24,0.00,2.00,0.00,3.00,7.00,0.00,1980.00,98155.00,47.73,-122.30,0.20,8460.00
11161,0.04,3.00,2.50,0.12,0.01,2.00,0.00,3.00,7.00,0.00,1977.00,98070.00,47.51,-122.47,0.28,14298.00
11162,0.05,3.00,1.75,0.13,0.01,1.00,0.00,4.00,8.00,700.00,1973.00,98027.00,47.53,-122.05,0.30,11250.00
11163,0.03,4.00,2.25,0.11,0.01,2.00,0.00,3.00,7.00,0.00,1992.00,98022.00,47.21,-121.98,0.22,9380.00
11164,0.04,3.00,1.00,0.05,0.01,1.00,0.00,3.00,7.00,0.00,1961.00,98033.00,47.70,-122.17,0.20,10200.00
11165,0.03,3.00,1.75,0.05,0.00,1.00,0.00,5.00,6.00,0.00,1954.00,98118.00,47.53,-122.29,0.17,5000.00
11166,0.03,4.00,2.00,0.09,0.00,1.00,0.00,3.00,7.00,0.00,1994.00,98003.00,47.27,-122.31,0.25,7455.00
11167,0.05,4.00,1.50,0.08,0.00,1.00,0.00,3.00,7.00,300.00,1928.00,98125.00,47.71,-122.31,0.24,7503.00
11168,0.09,3.00,2.25,0.22,0.10,2.00,0.00,4.00,10.00,0.00,1982.00,98056.00,47.52,-122.19,0.49,7963.00
11169,0.07,4.00,2.50,0.13,0.00,2.00,2.00,3.00,7.00,700.00,1907.00,98107.00,47.66,-122.36,0.29,5040.00
11170,0.06,3.00,2.25,0.13,0.00,3.00,0.00,3.00,8.00,0.00,2001.00,98103.00,47.69,-122.34,0.16,5001.00
11171,0.03,3.00,1.75,0.10,0.03,1.00,0.00,4.00,7.00,0.00,1966.00,98070.00,47.39,-122.51,0.25,380279.00
11172,0.02,3.00,2.00,0.07,0.00,1.00,0.00,3.00,7.00,0.00,1986.00,98023.00,47.31,-122.36,0.16,7080.00
11173,0.05,4.00,2.50,0.16,0.01,1.00,0.00,5.00,7.00,1210.00,1958.00,98028.00,47.74,-122.26,0.23,10800.00
11174,0.03,3.00,1.00,0.08,0.00,1.50,0.00,3.00,6.00,0.00,1908.00,98115.00,47.69,-122.32,0.23,3990.00
11175,0.08,3.00,3.25,0.15,0.00,2.00,0.00,3.00,9.00,390.00,2014.00,98125.00,47.71,-122.29,0.22,6744.00
11176,0.05,3.00,2.50,0.14,0.00,2.00,0.00,3.00,8.00,0.00,2003.00,98059.00,47.48,-122.14,0.32,6733.00
11177,0.07,4.00,2.25,0.18,0.02,2.00,0.00,4.00,8.00,0.00,1977.00,98077.00,47.77,-122.10,0.38,38180.00
11178,0.03,3.00,2.00,0.08,0.01,1.00,0.00,3.00,7.00,0.00,1998.00,98042.00,47.36,-122.08,0.28,8523.00
11179,0.04,3.00,2.50,0.08,0.00,1.00,0.00,3.00,8.00,0.00,1988.00,98034.00,47.71,-122.20,0.21,4400.00
11180,0.04,3.00,2.50,0.11,0.00,1.00,0.00,3.00,7.00,740.00,2001.00,98019.00,47.74,-121.97,0.23,3720.00
11181,0.02,3.00,2.50,0.08,0.01,1.00,0.00,4.00,7.00,400.00,1963.00,98032.00,47.37,-122.29,0.29,8800.00
11182,0.03,3.00,2.75,0.13,0.01,1.00,0.00,3.00,8.00,750.00,1987.00,98023.00,47.27,-122.34,0.30,9660.00
11183,0.03,3.00,2.75,0.13,0.01,1.00,0.00,3.00,8.00,750.00,1987.00,98023.00,47.27,-122.34,0.30,9660.00
11184,0.02,3.00,1.00,0.07,0.00,1.00,0.00,3.00,7.00,0.00,1976.00,98023.00,47.30,-122.38,0.19,7000.00
11185,0.04,3.00,2.00,0.07,0.00,1.00,0.00,3.00,7.00,0.00,1985.00,98034.00,47.73,-122.24,0.16,7297.00
11186,0.02,5.00,2.00,0.12,0.00,1.00,0.00,4.00,6.00,800.00,1951.00,98178.00,47.50,-122.26,0.13,5948.00
11187,0.03,3.00,1.75,0.15,0.00,1.00,0.00,4.00,8.00,900.00,1978.00,98032.00,47.37,-122.29,0.29,7680.00
11188,0.08,3.00,2.75,0.16,0.00,1.00,0.00,5.00,7.00,1110.00,1948.00,98177.00,47.70,-122.37,0.28,7140.00
11189,0.02,3.00,2.00,0.07,0.00,1.00,0.00,3.00,7.00,0.00,1987.00,98038.00,47.36,-122.05,0.19,7362.00
11190,0.05,4.00,2.50,0.13,0.01,2.00,0.00,3.00,8.00,0.00,1994.00,98014.00,47.65,-121.90,0.35,21781.00
11191,0.05,4.00,2.50,0.13,0.01,2.00,0.00,3.00,8.00,0.00,1994.00,98014.00,47.65,-121.90,0.35,21781.00
11192,0.07,3.00,2.25,0.15,0.01,1.00,0.00,3.00,8.00,1000.00,1962.00,98115.00,47.69,-122.28,0.23,9828.00
11193,0.05,3.00,1.00,0.08,0.00,1.50,0.00,3.00,7.00,0.00,1929.00,98117.00,47.68,-122.36,0.17,3744.00
11194,0.07,4.00,1.75,0.10,0.00,1.00,0.00,4.00,8.00,0.00,1975.00,98052.00,47.65,-122.12,0.35,8342.00
11195,0.17,4.00,3.75,0.21,0.01,2.50,0.00,3.00,10.00,0.00,1997.00,98040.00,47.56,-122.22,0.34,9525.00
11196,0.05,3.00,1.75,0.07,0.01,1.00,2.00,3.00,7.00,0.00,1985.00,98034.00,47.73,-122.21,0.29,9704.00
11197,0.05,4.00,2.00,0.08,0.00,1.00,0.00,4.00,7.00,0.00,1965.00,98008.00,47.63,-122.12,0.23,7976.00
11198,0.04,3.00,1.75,0.11,0.00,1.00,0.00,4.00,7.00,0.00,1953.00,98133.00,47.74,-122.34,0.20,7680.00
11199,0.07,3.00,1.50,0.09,0.01,1.00,0.00,5.00,7.00,360.00,1989.00,98074.00,47.62,-122.05,0.20,19119.00
11200,0.05,3.00,2.50,0.17,0.07,2.00,0.00,4.00,8.00,0.00,1990.00,98038.00,47.46,-122.04,0.48,105850.00
11201,0.02,3.00,1.00,0.09,0.00,1.00,0.00,3.00,7.00,0.00,1962.00,98198.00,47.37,-122.31,0.21,8196.00
11202,0.02,3.00,1.00,0.05,0.01,1.00,0.00,3.00,6.00,0.00,1961.00,98014.00,47.65,-121.91,0.11,7500.00
11203,0.15,5.00,3.25,0.22,0.00,1.50,4.00,4.00,9.00,740.00,1939.00,98115.00,47.68,-122.27,0.40,9300.00
11204,0.05,4.00,1.75,0.16,0.00,1.00,2.00,5.00,7.00,1260.00,1955.00,98056.00,47.48,-122.19,0.34,7300.00
11205,0.18,3.00,1.75,0.14,0.01,1.00,0.00,3.00,9.00,0.00,1949.00,98004.00,47.62,-122.22,0.32,11900.00
11206,0.05,4.00,3.00,0.16,0.00,2.00,0.00,3.00,8.00,0.00,2002.00,98038.00,47.36,-122.01,0.28,5702.00
11207,0.04,2.00,1.00,0.05,0.00,1.00,0.00,5.00,6.00,0.00,1923.00,98136.00,47.53,-122.39,0.22,4200.00
11208,0.02,4.00,1.00,0.11,0.00,1.00,0.00,2.00,7.00,400.00,1959.00,98168.00,47.49,-122.33,0.15,6255.00
11209,0.09,4.00,2.50,0.23,0.01,2.00,0.00,3.00,10.00,0.00,1987.00,98074.00,47.64,-122.04,0.47,10631.00
11210,0.05,3.00,1.00,0.13,0.00,1.00,0.00,3.00,7.00,850.00,1956.00,98125.00,47.71,-122.29,0.19,7620.00
11211,0.02,3.00,2.00,0.08,0.00,1.00,0.00,3.00,7.00,0.00,1983.00,98058.00,47.43,-122.15,0.17,7610.00
11212,0.05,2.00,1.00,0.03,0.00,1.00,0.00,2.00,6.00,0.00,1933.00,98108.00,47.54,-122.32,0.13,4000.00
11213,0.33,4.00,2.50,0.37,0.02,2.00,2.00,2.00,10.00,730.00,1923.00,98105.00,47.66,-122.27,0.60,19281.00
11214,0.17,4.00,3.50,0.30,0.04,1.50,0.00,3.00,11.00,0.00,1993.00,98077.00,47.73,-122.05,0.62,70109.00
11215,0.09,3.00,2.25,0.15,0.01,2.00,0.00,4.00,8.00,0.00,1984.00,98006.00,47.55,-122.16,0.30,9275.00
11216,0.03,2.00,1.00,0.03,0.00,1.00,0.00,2.00,6.00,0.00,1943.00,98136.00,47.55,-122.39,0.10,6125.00
11217,0.04,2.00,1.00,0.06,0.00,1.00,0.00,4.00,6.00,600.00,1949.00,98118.00,47.54,-122.28,0.15,4652.00
11218,0.08,3.00,2.50,0.17,0.02,1.00,0.00,3.00,10.00,0.00,1985.00,98052.00,47.72,-122.11,0.44,30290.00
11219,0.03,4.00,3.00,0.13,0.00,2.00,0.00,3.00,8.00,0.00,1964.00,98007.00,47.62,-122.14,0.32,7885.00
11220,0.02,3.00,1.75,0.09,0.01,1.00,0.00,4.00,7.00,0.00,1967.00,98003.00,47.32,-122.33,0.15,8500.00
11221,0.21,3.00,3.25,0.29,0.02,3.00,2.00,3.00,12.00,470.00,2001.00,98040.00,47.57,-122.21,0.50,11533.00
11222,0.05,3.00,2.25,0.11,0.01,1.00,0.00,3.00,7.00,370.00,1979.00,98034.00,47.73,-122.22,0.33,8064.00
11223,0.04,3.00,2.50,0.12,0.00,1.00,0.00,3.00,8.00,640.00,1998.00,98042.00,47.37,-122.11,0.37,8964.00
11224,0.07,2.00,1.00,0.05,0.00,1.00,0.00,3.00,6.00,0.00,1907.00,98119.00,47.64,-122.37,0.22,3600.00
11225,0.05,4.00,2.50,0.20,0.01,2.00,0.00,3.00,7.00,0.00,2000.00,98019.00,47.72,-121.96,0.39,9742.00
11226,0.02,4.00,1.00,0.10,0.00,1.00,0.00,4.00,7.00,720.00,1962.00,98058.00,47.47,-122.19,0.21,8949.00
11227,0.04,3.00,2.00,0.08,0.00,1.50,0.00,5.00,7.00,0.00,1955.00,98133.00,47.75,-122.34,0.22,9069.00
11228,0.03,3.00,2.50,0.09,0.00,2.00,0.00,3.00,7.00,0.00,2003.00,98038.00,47.38,-122.03,0.20,4200.00
11229,0.04,4.00,2.50,0.13,0.01,1.00,2.00,4.00,8.00,360.00,1986.00,98198.00,47.40,-122.31,0.31,8912.00
11230,0.03,3.00,1.75,0.11,0.01,1.00,0.00,4.00,7.00,300.00,1956.00,98002.00,47.29,-122.21,0.18,10800.00
11231,0.07,3.00,3.50,0.10,0.00,2.00,3.00,3.00,8.00,430.00,1998.00,98122.00,47.61,-122.31,0.23,1975.00
11232,0.02,3.00,1.00,0.04,0.01,1.00,0.00,3.00,7.00,0.00,1966.00,98148.00,47.43,-122.33,0.13,8789.00
11233,0.02,3.00,1.75,0.10,0.00,1.00,0.00,3.00,7.00,0.00,1987.00,98030.00,47.36,-122.18,0.22,7405.00
11234,0.03,4.00,2.50,0.17,0.00,2.00,0.00,3.00,7.00,0.00,2008.00,98042.00,47.37,-122.12,0.32,4500.00
11235,0.03,3.00,2.25,0.09,0.00,1.00,0.00,4.00,7.00,0.00,1973.00,98058.00,47.46,-122.16,0.23,7990.00
11236,0.07,4.00,1.75,0.10,0.00,1.00,0.00,3.00,7.00,470.00,1947.00,98116.00,47.57,-122.38,0.21,5750.00
11237,0.02,3.00,1.50,0.08,0.01,1.00,0.00,5.00,7.00,0.00,1968.00,98001.00,47.31,-122.27,0.17,9800.00
